"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"FBgn0053217",0.0834705882330207,3.49117945665315,0.145292010206105,0.886932110162205,0.971419729831526,-5.3216986657427
"FBgn0052350",-0.788981438493613,1.98058818584214,-1.39682290498777,0.18817810104811,0.752016709453584,-4.47358032754112
"FBgn0024733",0.105532253032269,10.3664071100123,0.712649497812376,0.489912820716483,0.838790920159858,-5.29582748920257
"FBgn0040372",-0.141834218277693,4.74049790889544,-1.34646434045298,0.203442443010763,0.752016709453584,-4.75957830502425
"FBgn0000316",0.0195741011462625,5.13155198035625,0.164505219337611,0.872117213639061,0.964460796708276,-5.55308144140217
"FBgn0023536",-0.168275927577406,4.20340064764919,-0.827756790286356,0.424230062240214,0.813310058706605,-5.1678569424048
"FBgn0023535",0.18793253454331,6.56151576768524,1.34310163209843,0.204497104111964,0.752016709453584,-4.82801824910445
"FBgn0023537",0.11044470946357,8.70137013607082,0.764614314089674,0.459516801895446,0.823546039717352,-5.30482232101469
"FBgn0029525",0.344503127935664,4.98072105369364,1.59235050872642,0.137719236831564,0.737951083466012,-4.51074297472408
"FBgn0040373",-0.851977168523041,1.03013293737472,-2.02273745380303,0.0663583610201236,0.709563287234339,-4.11114081873746
"FBgn0000108",-0.321868302358102,0.888975009414779,-0.717452470767793,0.487052839939321,0.837672126312111,-4.7551287301426
"FBgn0025640",-0.0263823027272894,4.76578934809876,-0.099074507700201,0.922741983097662,0.981463674832317,-5.53244014664773
"FBgn0025635",0.170989869033936,3.47944821743394,1.28670892447921,0.222861359215739,0.752447275154305,-4.71295284112825
"FBgn0001341",0.275538191502846,5.27156970446907,1.17509976807566,0.263117847966145,0.767853787357082,-4.97506627447226
"FBgn0003575",-0.131972241446521,4.80950298790572,-0.9336736209825,0.369181239123587,0.794470879988071,-5.15000603395217
"FBgn0025634",-0.0380383097032646,3.38216180003006,-0.246783348593881,0.809316111747742,0.947384935970563,-5.3299387545815
"FBgn0025638",-0.0139919367992949,6.47533320777265,-0.139062643036854,0.89174534912708,0.972343235237279,-5.60473282076089
"FBgn0040383",-0.354359809761426,6.19142686511915,-1.26612512278072,0.229888840050999,0.752724625068793,-4.91124186479754
"FBgn0040382",-0.391967098920455,3.58895525295731,-2.68030659803423,0.0202759416294461,0.69217649511891,-3.09840581951244
"FBgn0025621",0.209560659619583,5.60445925232568,1.11737170471768,0.286065520367824,0.771118795838266,-5.0414364499912
"FBgn0015799",0.0662404895487327,5.5568429669171,0.363167465945808,0.722900972724639,0.918173254003823,-5.52994715536413
"FBgn0025620",0.241380721650607,10.5724134102721,1.66745253722623,0.121716944006301,0.725434037088332,-4.39767324471126
"FBgn0015288",0.0852446010772923,9.43538490053867,0.300635899009813,0.768922196012312,0.935133660604872,-5.50776184042876
"FBgn0025639",-0.0555088452226462,5.42748036118194,-0.289861367773078,0.77695173195644,0.937147933275606,-5.54043506417141
"FBgn0002579",0.147377099765011,9.89254057833079,0.97591008542338,0.348688489827476,0.788782845106701,-5.11725106778563
"FBgn0026879",0.0848043268244281,5.78478802444794,0.459379027833476,0.654308192765881,0.894614568463303,-5.50646040483434
"FBgn0029529",-0.456461354399262,2.66366623517704,-1.84567749759123,0.0901602477455539,0.710061878518089,-4.10547817122694
"FBgn0025633",-0.0984992760487273,4.11325936012248,-0.704379562008759,0.4948611241808,0.839040747760189,-5.2295897101863
"FBgn0040339",-0.0152316131428507,2.62391052626318,-0.0645004047423018,0.949651387452691,0.989827976981501,-5.19391197431388
"FBgn0040349",0.264398561610419,4.14715375487977,0.899102363702263,0.386574573137789,0.797621966248302,-5.12862220625092
"FBgn0040346",0.231417274179737,3.77461950924474,1.09972267340622,0.293378871316,0.771118795838266,-4.92069648095275
"FBgn0040364",-0.00638604727181358,2.55806504654087,-0.0202340138058159,0.984194745983881,0.99560617893177,-5.18509526272868
"FBgn0024362",0.092495014779808,5.58908835991885,0.977521550282205,0.347923091324657,0.788782845106701,-5.16595292652644
"FBgn0024364",0.337563410996702,5.07544214007006,1.61554626674217,0.132590837040672,0.731457554503069,-4.4866620837513
"FBgn0024987",-0.0403547551048025,5.42830475401682,-0.392554044597817,0.701646141705421,0.910521615233161,-5.51418601110711
"FBgn0023169",-0.225711906167497,5.77449013809891,-1.31378330188229,0.213883798851556,0.752016709453584,-4.85247617081131
"FBgn0052813",0.132579633140708,1.3768915354925,0.305105007992776,0.765599818644538,0.933136305796819,-4.91274318590824
"FBgn0024985",-0.0218558874987491,3.95583080082067,-0.160663090337466,0.87507593369647,0.965534662912894,-5.41284620082916
"FBgn0027794",0.0333997501017569,5.02711257247844,0.118867524041738,0.907379537090442,0.975857970604566,-5.55155724417843
"FBgn0024986",-0.135445356792319,3.7117248995627,-0.61323669857999,0.551354939296545,0.861499966055506,-5.24149588859232
"FBgn0024365",0.134728508214517,6.15069122580539,1.31105496236713,0.214774932155054,0.752016709453584,-4.86089307935288
"FBgn0024360",-0.307732441617189,3.99727211129628,-1.12132122695654,0.284448147926584,0.771118795838266,-4.92865441698133
"FBgn0025641",-0.0436412948973284,3.07942360398315,-0.054944631841658,0.957101719082194,0.989827976981501,-5.20229535173394
"FBgn0028550",0.272825099725673,5.5089226640356,1.11512962133462,0.286986799636277,0.771118795838266,-5.03939935403668
"FBgn0040366",-0.310899886298697,1.01093770707714,-0.956154407262066,0.358170190699867,0.790100020117161,-4.67825585586316
"FBgn0026872",0.0856712444738361,0.615646946995944,0.168762483884446,0.868841173680403,0.964460796708276,-4.8105159592119
"FBgn0025383",0.505315595323592,2.93827364935967,1.93477344233815,0.0773459923878506,0.709563287234339,-4.01371731993058
"FBgn0025394",0.0221422273730543,5.52226886599557,0.219835899968645,0.829755313045267,0.953298523265955,-5.56417625083792
"FBgn0001189",0.0485344091788544,5.17055131024093,0.285478831189207,0.780225534034067,0.938518423970184,-5.52881384261012
"FBgn0023130",-0.319381961734308,2.47540284042701,-1.41674735056293,0.182407934919519,0.752016709453584,-4.49774467646315
"FBgn0023530",0.163817494382742,3.1185739300358,1.14965586432591,0.273049593741404,0.767853787357082,-4.7943158654645
"FBgn0025390",-0.585866280173494,3.40012183645528,-1.56044855332659,0.145054202132503,0.741926429899124,-4.42619246258597
"FBgn0003517",0.121353541530727,11.1664942656093,0.789770610258097,0.44523971182793,0.820877995135812,-5.22064102815645
"FBgn0027791",0.461064169329764,4.00122080258096,2.90494690263058,0.013406942384406,0.69217649511891,-2.78311522148626
"FBgn0027793",0.288085724898221,3.04865174097717,0.523348841948294,0.610417209266686,0.883464380125937,-5.17032357340489
"FBgn0026873",-0.0130160887290498,2.98585565262585,-0.071398734683513,0.944276030871087,0.989772481855522,-5.26192590645295
"FBgn0023513",0.0234520086407723,3.23508464523374,0.11919799606691,0.907123353752767,0.975857970604566,-5.31584824867213
"FBgn0014411",0.0440869213204271,5.45402968657867,0.382690295695165,0.708752128953989,0.913817902397679,-5.51407484390763
"FBgn0023514",0.312427516048184,4.93436685189642,2.15745995317908,0.0523135344565002,0.70323937969767,-3.78546506427601
"FBgn0029594",-0.111718107456285,3.70277099120806,-0.833346328426898,0.421194667825311,0.812340238964966,-5.10849049909575
"FBgn0023519",-0.262442177939429,4.41721709199951,-1.1202277427683,0.284895239801068,0.771118795838266,-4.96507201238327
"FBgn0023509",0.120530860606611,4.95928694710465,0.788509821460661,0.445948388871316,0.820877995135812,-5.27351925002347
"FBgn0023508",-0.133536868240739,4.41635148960906,-0.93755144421349,0.367265052616278,0.792951118619117,-5.1078474588717
"FBgn0023522",0.283128223439707,5.00254559284324,2.90651279113471,0.0133682773059141,0.69217649511891,-2.73916024314478
"FBgn0025630",-0.318227643895678,2.41086053271642,-0.912972470710816,0.379529284259094,0.795189192783631,-4.84461297815685
"FBgn0025629",0.51146640370199,3.55979837045107,3.21563332665317,0.00756036113051025,0.69217649511891,-2.42292108832264
"FBgn0025628",0.367747628022713,5.5241600389033,2.83692489219284,0.0151984399570618,0.69217649511891,-2.83344316661238
"FBgn0025626",0.0557920405237882,4.7987318579035,0.521378984816171,0.611746579449972,0.883955960856042,-5.4115265617669
"FBgn0000667",0.118221072186073,4.87004303106914,0.883247004875615,0.394738211245276,0.799432769852678,-5.19191585920821
"FBgn0023545",0.204830321960536,3.87754753841676,1.26293040177948,0.23099536463253,0.752724625068793,-4.76472769198385
"FBgn0023512",0.266474912474151,5.02532200216782,2.26323768895168,0.043304061690726,0.696051218834302,-3.64356276964759
"FBgn0023511",0.0161356659421212,5.39410589172181,0.173566465948177,0.865147485601593,0.963230601686997,-5.56915756215735
"FBgn0023518",0.0577407009242688,4.94902320137798,0.498159471072004,0.627524570218507,0.889079292237094,-5.4330369215046
"FBgn0026088",-0.0578433652310317,3.27294078984386,-0.290365729104646,0.77657525467083,0.937147933275606,-5.2876134757613
"FBgn0026089",0.193507942198157,4.02557064238066,0.903764626350546,0.384196369355412,0.797297056548339,-5.10166974643199
"FBgn0023517",0.221385049581528,4.38576033279088,1.3651651562474,0.197658665409676,0.752016709453584,-4.7205244478653
"FBgn0023516",-0.175819134685435,6.38020585529025,-1.34319741341413,0.204467001701906,0.752016709453584,-4.83041271699122
"FBgn0025624",0.235097875888119,3.24809351033708,1.19716701808966,0.254734399671509,0.767134110066274,-4.75480621791106
"FBgn0040395",-0.129971603579974,5.20674734409825,-0.678991262156382,0.510239563457862,0.846273849991164,-5.36286596121079
"FBgn0000382",-0.171826598843974,4.64572185239934,-1.09286162673291,0.296259944996192,0.771486148589954,-4.99497322439091
"FBgn0023507",-0.0420498723403586,8.0856315313798,-0.196386135138222,0.84764888440316,0.959412591262538,-5.56907775950905
"FBgn0004654",-0.416173746785207,10.4135715667659,-1.25314299206343,0.234411977309671,0.752724625068793,-4.85470378909637
"FBgn0023540",-0.221834499429638,1.8565338578569,-0.58175646531198,0.57167547429688,0.870160898929764,-4.92964392013057
"FBgn0025839",-0.178153722522556,5.87723790922963,-0.949272382298786,0.361515944708306,0.790950768211899,-5.20011126754225
"FBgn0003116",0.0521418246803864,2.73502027580724,0.231970406929615,0.820534345449648,0.951023634887732,-5.1787488314231
"FBgn0040899",-0.167875179964546,3.78858020183607,-0.760662003279428,0.461786006679633,0.825714376329268,-5.17209563178995
"FBgn0023549",0.204852465181729,7.1682415751495,0.576389438613649,0.575179777460752,0.87130907405982,-5.45211412486392
"FBgn0003048",0.0943394053421835,5.88872262274205,0.891763262383243,0.390338770178463,0.799089212886728,-5.2422088009328
"FBgn0000810",-0.0983031404614954,4.13703773198202,-0.578083331092259,0.574072540728033,0.870924517328967,-5.30063272594125
"FBgn0023527",0.457175686030607,5.10118974965764,2.11811194113541,0.0560965871925082,0.70388633572472,-3.84358292048969
"FBgn0003079",-0.375399437111288,3.92463351443328,-1.78590411808122,0.0998097298318504,0.71586867722994,-4.21437877389782
"FBgn0003159",-0.440171108887728,2.61757703277199,-0.865915905142024,0.403795690757482,0.802847653719687,-4.89240490820538
"FBgn0040389",-0.231337804367452,4.14543316770556,-0.834709572698848,0.420456550307524,0.812340238964966,-5.16561476802103
"FBgn0023526",0.147791482380051,5.22037353008006,0.506802226915134,0.621628566559639,0.887400776023242,-5.45227904765084
"FBgn0023529",0.0887472841302621,9.21354352300615,0.713018951413414,0.489692463262782,0.838790920159858,-5.32641483050491
"FBgn0023528",-0.0313312140673156,4.33813823653861,-0.203268242295855,0.842387713113897,0.957002508702048,-5.45732676500814
"FBgn0027296",0.361249869973314,3.89309745336592,2.86128349018011,0.0145310873873641,0.69217649511891,-2.84562992745201
"FBgn0023525",0.0747886682518117,1.22184706170906,0.298225176528704,0.770716350245307,0.935184359211532,-4.88032206479943
"FBgn0000377",0.004816181465646,4.73324642720457,0.0406839645066142,0.968227973762052,0.991281020756387,-5.52797489913898
"FBgn0001330",0.330284294318292,4.1312226288344,1.21066987499056,0.249709058241761,0.764171679244411,-4.85215605300826
"FBgn0004397",0.253555710393512,6.94149225488557,2.19493122393834,0.0489358467128621,0.700705740113056,-3.75296882955356
"FBgn0023542",0.317076236854219,5.56100535690666,1.95716217008709,0.0744002482338165,0.709563287234339,-4.07023764018377
"FBgn0005670",0.276345837477603,9.55147272299259,1.27394265370369,0.227199133094067,0.752447275154305,-4.85344196230733
"FBgn0004655",0.066411320054204,5.08733864846289,0.501324421411448,0.625362317965992,0.88809583499256,-5.44102750857182
"FBgn0013432",-0.154826625040685,4.47678185566706,-0.623303006912985,0.544942712166741,0.860147944154034,-5.33327940694603
"FBgn0004861",-0.0447691595563797,2.3437629786535,-0.205800491379725,0.840453869262367,0.956660192743623,-5.1201683595193
"FBgn0004860",0.0455225982452347,2.22140693526743,0.187522291128508,0.854436335475809,0.960748163998817,-5.08795631387172
"FBgn0040394",0.255899473073274,5.32932835633136,2.72632197711989,0.0186314865793767,0.69217649511891,-2.99234462349133
"FBgn0040066",0.246225822876038,4.32244737988574,1.10190344868691,0.292467590944177,0.771118795838266,-4.9711107645963
"FBgn0001404",-0.172479915019843,3.97461948326668,-0.700816819879232,0.497002169624466,0.839523762057305,-5.21397086998902
"FBgn0040336",-0.0312342817443794,5.09457531648545,-0.133292577295519,0.896207734652676,0.973330428037003,-5.54964065771395
"FBgn0040334",0.121668338759443,3.49853061337807,0.610946458178019,0.552819662603392,0.861499966055506,-5.19517612343775
"FBgn0029629",0.0816008699216981,7.04384203920647,0.671928174359106,0.51456773079837,0.848545366913878,-5.40002406356557
"FBgn0011566",0.0121292030078917,1.62117291789346,0.0475996736461596,0.96283127170955,0.990133969199093,-4.95938757843281
"FBgn0040375",-0.450775497320304,1.4963852910655,-1.42798473848504,0.179219448405007,0.752016709453584,-4.45188751233799
"FBgn0040388",-0.287581188989498,1.33130554707272,-1.01985612896331,0.328247689016481,0.782603413866691,-4.67919492277249
"FBgn0003714",-0.13657540269466,4.72129476010337,-0.531600590786653,0.604864289469334,0.882830044565816,-5.40813291391686
"FBgn0003371",-0.108073876894276,7.06200739850839,-0.958172693743203,0.35719317362285,0.790100020117161,-5.19564159184066
"FBgn0024993",-0.975006061436653,1.71796729381332,-2.21102257782581,0.0475496742973215,0.700465216065068,-3.90730534670556
"FBgn0024996",0.0910562441118676,5.22461441360549,0.789266707454903,0.445522863504522,0.820877995135812,-5.2940380091861
"FBgn0000520",0.083172261752511,2.80834793613814,0.449188190114655,0.661432942317867,0.896202186080027,-5.16033377152912
"FBgn0024975",-0.474380056138686,1.41535062014847,-1.46751988260786,0.168372194414185,0.752016709453584,-4.42860623081027
"FBgn0024980",-0.240224634042796,2.06847871835091,-0.806561751407484,0.435870969451183,0.817834511427962,-4.85835354907905
"FBgn0000376",0.149315685532796,2.43077261950296,0.739703664878672,0.473936948534162,0.832535871075476,-4.95983521005894
"FBgn0024973",0.057314312089086,5.09364450964435,0.593329327442771,0.564158461479944,0.867271179292457,-5.4049451832248
"FBgn0024998",-0.0666678150424693,3.89909873110653,-0.490797296179933,0.632568306344452,0.892221540915128,-5.32369248610819
"FBgn0024995",0.117755438064177,0.674972341064389,0.159009637889377,0.876349824178727,0.96640885538669,-4.85612449339312
"FBgn0024992",-0.280873891171747,5.14855211452015,-1.69502946701107,0.1162662723003,0.725434037088332,-4.39179291702057
"FBgn0004647",-0.659747697192248,2.29578992936411,-1.60364225487557,0.135201492902808,0.733254943490903,-4.32746423895456
"FBgn0000479",0.144455716861915,3.21275087832381,0.498240205388809,0.627469368478528,0.889079292237094,-5.21384667295631
"FBgn0028746",0.115324358313465,3.60894130113114,0.523342560299282,0.610421446170145,0.883464380125937,-5.24927412643074
"FBgn0028369",0.266175109791617,4.86219216941749,0.272109571553301,0.790239536984452,0.941749432744828,-5.49510295920286
"FBgn0023215",0.194199825486864,6.00885998713222,0.854103195997075,0.410049259978314,0.807225815915452,-5.27256946348998
"FBgn0015286",0.079874176728234,5.09857932056255,0.447713260978575,0.66246701618906,0.896540455020244,-5.46208791161305
