forward,line_892_2L,100.000,20,0,0,1,20,3712824,3712805,0.003,37.4
forward,line_892_3LHet,100.000,14,0,0,2,15,251086,251073,5.2,26.5
reverse,line_892_2L,100.000,20,0,0,1,20,3712716,3712735,0.003,37.4
reverse,line_892_2L,100.000,14,0,0,6,19,5664034,5664021,5.2,26.5
reverse,line_892_2L,94.118,17,1,0,4,20,7172987,7172971,5.2,26.5
reverse,line_892_2R,100.000,15,0,0,6,20,18137133,18137119,1.5,28.3
reverse,line_892_U,100.000,14,0,0,4,17,6507472,6507459,5.2,26.5
reverse,line_892_U,100.000,14,0,0,4,17,7563394,7563381,5.2,26.5
reverse,line_892_U,100.000,14,0,0,4,17,7564561,7564548,5.2,26.5
reverse,line_892_U,100.000,14,0,0,4,17,8884592,8884605,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,823811,823824,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,1096757,1096770,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,1196500,1196513,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,3120893,3120906,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,6846407,6846394,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,11552248,11552261,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,15034307,15034294,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,15119081,15119094,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,15370073,15370086,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,15491806,15491793,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,17578757,17578770,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,17744418,17744405,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,18066095,18066108,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,18688278,18688291,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,18953488,18953475,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,19376127,19376114,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,19714293,19714306,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,20063550,20063563,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,21451357,21451370,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,21854092,21854105,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,23466850,23466837,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,24840400,24840387,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,26800992,26800979,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,26962672,26962685,5.2,26.5
reverse,line_892_Uextra,100.000,14,0,0,4,17,27571303,27571316,5.2,26.5
reverse,line_892_X,94.118,17,1,0,2,18,11058628,11058612,5.2,26.5
reverse,line_892_3R,100.000,14,0,0,7,20,305392,305379,5.2,26.5
reverse,line_892_3R,100.000,14,0,0,2,15,21504484,21504471,5.2,26.5
