step	global-lle	local-lle	lle-ratio
0	+3.7217045906183954e-01	+3.7217045906183954e-01	+0.0000000000000000e+00
32	-1.4978623359763732e+00	-7.1929981629083695e-01	+1.5571250393710725e+00
17	-8.6741368434799093e-01	-5.5018431336960516e-01	+6.3445874195677154e-01
61	-2.8226980405506428e+00	-1.0005181986079950e+00	+3.6443596838852956e+00
0	+3.6094152219609704e-01	+3.6094152219609704e-01	+0.0000000000000000e+00
0	+1.8590969076312536e-01	+1.8590969076312536e-01	+0.0000000000000000e+00
0	+1.6413148152728430e-01	+1.6413148152728430e-01	+0.0000000000000000e+00
48	-2.2608218630638151e+00	-9.2254027471752142e-01	+2.6765631766925875e+00
0	+4.8108822043386734e-03	+4.8108822043386734e-03	+0.0000000000000000e+00
0	+3.6219327727660078e-01	+3.6219327727660078e-01	+0.0000000000000000e+00
0	+5.0191626119637345e-02	+5.0191626119637345e-02	+0.0000000000000000e+00
0	+4.3116400456163634e-01	+4.3116400456163634e-01	+0.0000000000000000e+00
0	+1.0280726649526162e-01	+1.0280726649526162e-01	+0.0000000000000000e+00
0	+3.8104665053450726e-01	+3.8104665053450726e-01	+0.0000000000000000e+00
2	-1.4938859926334702e-01	-1.4121454993189653e-01	+1.6348098662900989e-02
5	-2.9315831957588057e-01	-2.5092074218738258e-01	+8.4475154776995964e-02
0	+2.8078516901030770e-01	+2.8078516901030770e-01	+0.0000000000000000e+00
0	+3.1069110127909044e-01	+3.1069110127909044e-01	+0.0000000000000000e+00
0	+2.7561148470273333e-01	+2.7561148470273333e-01	+0.0000000000000000e+00
0	+3.6598611989190766e-01	+3.6598611989190766e-01	+0.0000000000000000e+00
0	+1.5117975877295509e-01	+1.5117975877295509e-01	+0.0000000000000000e+00
0	-1.9486803240106210e-02	-1.9486803240106210e-02	+0.0000000000000000e+00
0	+3.8580528217610577e-01	+3.8580528217610577e-01	+0.0000000000000000e+00
10	-5.4345953913722500e-01	-4.0583387112111124e-01	+2.7525133603222751e-01
0	+3.3185297132631397e-01	+3.3185297132631397e-01	+0.0000000000000000e+00
0	+1.1156227982026012e-01	+1.1156227982026012e-01	+0.0000000000000000e+00
0	+1.6342878155877133e-01	+1.6342878155877133e-01	+0.0000000000000000e+00
0	+4.1471795114996512e-01	+4.1471795114996512e-01	+0.0000000000000000e+00
0	+4.4645386709900231e-01	+4.4645386709900231e-01	+0.0000000000000000e+00
0	+8.4948336471004748e-02	+8.4948336471004748e-02	+0.0000000000000000e+00
3	-1.9832501688028836e-01	-1.8732317606684945e-01	+2.2003681626877825e-02
0	+3.7378245751831940e-01	+3.7378245751831940e-01	+0.0000000000000000e+00
0	+2.2220930116232213e-01	+2.2220930116232213e-01	+0.0000000000000000e+00
0	+2.3658391985437888e-01	+2.3658391985437888e-01	+0.0000000000000000e+00
0	+4.0268088693468351e-01	+4.0268088693468351e-01	+0.0000000000000000e+00
2	-1.8413779620222126e-01	-1.7461965325237150e-01	+1.9036285899699523e-02
0	+1.4388933351874927e-01	+1.4388933351874927e-01	+0.0000000000000000e+00
0	-7.1908923741044184e-03	-7.1908923741044184e-03	+0.0000000000000000e+00
0	+3.6616680227896259e-01	+3.6616680227896259e-01	+0.0000000000000000e+00
0	+3.9053467440397444e-01	+3.9053467440397444e-01	+0.0000000000000000e+00
0	+4.0817982885679682e-01	+4.0817982885679682e-01	+0.0000000000000000e+00
7	-3.9315802150906642e-01	-3.2345392989141963e-01	+1.3940818323529358e-01
31	-1.4942042449109196e+00	-7.5446648393852522e-01	+1.4794755219447888e+00
0	+4.2858617494466089e-01	+4.2858617494466089e-01	+0.0000000000000000e+00
