step	global-lle	local-lle	lle-ratio
0	+1.1634346172495202e+00	+1.1634346172495202e+00	+0.0000000000000000e+00
6	-1.9981980138367628e+00	-1.5154488865602611e+00	+9.6549825455300331e-01
0	-1.1147990920757889e-01	-1.1147990920757889e-01	+0.0000000000000000e+00
8	-2.1440285625314499e+00	-1.7615716309748688e+00	+7.6491386311316223e-01
0	+1.1376879949496717e+00	+1.1376879949496717e+00	+0.0000000000000000e+00
0	+9.3699074632313528e-01	+9.3699074632313528e-01	+0.0000000000000000e+00
0	+9.0091136592508991e-01	+9.0091136592508991e-01	+0.0000000000000000e+00
0	-1.6660989691710024e+00	-1.6660989691710024e+00	+0.0000000000000000e+00
0	+8.2697998759014724e-01	+8.2697998759014724e-01	+0.0000000000000000e+00
0	+1.2065811192355353e+00	+1.2065811192355353e+00	+0.0000000000000000e+00
0	+8.7506963382362635e-01	+8.7506963382362635e-01	+0.0000000000000000e+00
4	-3.6083184670365971e+00	-8.6906410304429060e-01	+5.4785087279846127e+00
1	+3.5706363747884939e-02	+1.6480739308771719e-01	+2.5820205867966450e-01
0	+1.0721401671798299e+00	+1.0721401671798299e+00	+0.0000000000000000e+00
0	+6.9096152464263372e-01	+6.9096152464263372e-01	+0.0000000000000000e+00
3	-1.9837366540357042e+00	-5.6346163484870682e-01	+2.8405500383739950e+00
0	+1.0797810249996602e+00	+1.0797810249996602e+00	+0.0000000000000000e+00
0	+9.1803564851186037e-01	+9.1803564851186037e-01	+0.0000000000000000e+00
0	+1.1144213636590119e+00	+1.1144213636590119e+00	+0.0000000000000000e+00
2	-1.8182714191904337e+00	-5.4212144642411642e-01	+2.5522999455326345e+00
0	+8.3980185495003612e-01	+8.3980185495003612e-01	+0.0000000000000000e+00
1	-7.7409740975161778e-01	-4.2039173723373469e-01	+7.0741134503576619e-01
0	+9.5611752768130809e-01	+9.5611752768130809e-01	+0.0000000000000000e+00
0	+2.4706952228418499e-01	+2.4706952228418499e-01	+0.0000000000000000e+00
2	-1.1864208165786723e+00	-2.3486607910095492e-01	+1.9031094749554347e+00
1	-1.5865293652924706e-01	-1.2060809884060664e-01	+7.6089675377280841e-02
3	-2.0826593831305904e+00	-7.2177173019379259e-01	+2.7217753058735958e+00
