step	global-lle	local-lle	lle-ratio
0	+3.9136881257340410e+00	+3.9136881257340410e+00	+0.0000000000000000e+00
8	+1.1375671790756225e-01	+5.2545797183908594e-01	+8.2340250786304736e-01
10	-6.8273983585588471e-01	-3.8566686949641493e-03	+1.3577663343218411e+00
34	-5.9451650559780154e+00	-1.8022892678169418e+00	+8.2857515763221468e+00
4	+6.7546772560189527e-01	+8.1479125993453749e-01	+2.7864706866528444e-01
0	+3.8646767482345465e+00	+3.8646767482345465e+00	+0.0000000000000000e+00
0	+3.4435699997867095e+00	+3.4435699997867095e+00	+0.0000000000000000e+00
25	-4.1579392541435913e+00	-1.3892005348154535e+00	+5.5374774386562757e+00
1	+1.5206790828213039e+00	+1.5346547582933923e+00	+2.7951350944176667e-02
0	+3.4998298390335512e+00	+3.4998298390335512e+00	+0.0000000000000000e+00
0	+1.7348240144206328e+00	+1.7348240144206328e+00	+0.0000000000000000e+00
37	-6.6017122429156787e+00	-1.8494690151307036e+00	+9.5044864555699498e+00
3	+1.1997054390643420e+00	+1.2628353490264446e+00	+1.2625981992420510e-01
0	+4.1735042034598369e+00	+4.1735042034598369e+00	+0.0000000000000000e+00
0	+2.7189378267290429e+00	+2.7189378267290429e+00	+0.0000000000000000e+00
3	+9.6032933269847298e-01	+1.0565036691994694e+00	+1.9234867300199276e-01
6	+4.3760128313275359e-01	+7.2720527550988123e-01	+5.7920798475425528e-01
6	+4.4809815749210546e-01	+6.9580623592216417e-01	+4.9541615686011742e-01
0	+3.7814508924241150e+00	+3.7814508924241150e+00	+0.0000000000000000e+00
23	-3.7355349386398293e+00	-1.2575924934782892e+00	+4.9558848903230803e+00
0	+2.4975842254662375e+00	+2.4975842254662375e+00	+0.0000000000000000e+00
0	+2.1531623970993756e+00	+2.1531623970993756e+00	+0.0000000000000000e+00
14	-1.4784613732477414e+00	-3.5477582872591684e-01	+2.2473710890436491e+00
0	+2.0129180405082501e+00	+2.0129180405082501e+00	+0.0000000000000000e+00
9	-5.1830728560138706e-01	+6.6132967641483464e-02	+1.1688805064857410e+00
6	+2.2053496240532589e-01	+5.0178363816059157e-01	+5.6249735151053137e-01
7	+1.9531964959038639e-01	+5.5472868172077838e-01	+7.1881806426078398e-01
10	-6.6456118216719595e-01	+3.9658494805847599e-02	+1.4084393539460871e+00
0	+4.0014911256847565e+00	+4.0014911256847565e+00	+0.0000000000000000e+00
0	+2.8485778809471558e+00	+2.8485778809471558e+00	+0.0000000000000000e+00
0	+2.8472188194344552e+00	+2.8472188194344552e+00	+0.0000000000000000e+00
0	+4.2342008526213792e+00	+4.2342008526213792e+00	+0.0000000000000000e+00
2	+1.2563227738377494e+00	+1.2914709837312257e+00	+7.0296419786952669e-02
15	-1.5148962541346291e+00	-2.7169488724166158e-01	+2.4864027337859351e+00
0	+4.3600946154047353e+00	+4.3600946154047353e+00	+0.0000000000000000e+00
0	+1.5279440272563396e+00	+1.5279440272563396e+00	+0.0000000000000000e+00
0	+3.5233501835759302e+00	+3.5233501835759302e+00	+0.0000000000000000e+00
0	+2.4203023043143470e+00	+2.4203023043143470e+00	+0.0000000000000000e+00
0	+2.3298450713207943e+00	+2.3298450713207943e+00	+0.0000000000000000e+00
0	+4.1329597055997986e+00	+4.1329597055997986e+00	+0.0000000000000000e+00
9	-2.7218060810565703e-01	+2.5592326830790935e-01	+1.0562077528271328e+00
21	-3.0993459350213231e+00	-1.0368504621296766e+00	+4.1249909457832930e+00
22	-3.4542433138813751e+00	-1.1691492237898018e+00	+4.5701881801831465e+00
13	-1.3229373451152968e+00	-2.9025987675192022e-01	+2.0653549367267532e+00
14	-1.3918216474916409e+00	-3.1318049727470543e-01	+2.1572823004338710e+00
0	+3.7740230360100004e+00	+3.7740230360100004e+00	+0.0000000000000000e+00
0	+2.9637680443000334e+00	+2.9637680443000334e+00	+0.0000000000000000e+00
5	+7.2122500278962409e-01	+8.9172455218695035e-01	+3.4099909879465251e-01
0	+2.1379092925735366e+00	+2.1379092925735366e+00	+0.0000000000000000e+00
10	-4.3786758121175762e-01	+2.2393281538871879e-01	+1.3236007932009528e+00
0	+3.1436138844851351e+00	+3.1436138844851351e+00	+0.0000000000000000e+00
0	+3.1252273981843306e+00	+3.1252273981843306e+00	+0.0000000000000000e+00
0	+3.1264389367997043e+00	+3.1264389367997043e+00	+0.0000000000000000e+00
30	-5.1425329302486178e+00	-1.6134478059243378e+00	+7.0581702486485600e+00
0	+3.5854019895823432e+00	+3.5854019895823432e+00	+0.0000000000000000e+00
28	-4.5768265291646992e+00	-1.4283408962153872e+00	+6.2969712658986241e+00
29	-4.8026895882425604e+00	-1.4966078424393923e+00	+6.6121634916063368e+00
18	-2.6022756456519334e+00	-8.6742613563057169e-01	+3.4696990200427233e+00
18	-2.5703066334129465e+00	-8.5529995857440566e-01	+3.4300133496770817e+00
10	-5.3422739773199357e-01	+9.2064935941968074e-02	+1.2525846673479233e+00
38	-6.9555920980469308e+00	-2.1220941439925758e+00	+9.6669959081087100e+00
34	-6.1812949990589372e+00	-1.9264583115071632e+00	+8.5096733751035476e+00
29	-4.9567288897406057e+00	-1.5526774501973393e+00	+6.8081028790865332e+00
0	+1.8029134606189263e+00	+1.8029134606189263e+00	+0.0000000000000000e+00
7	+2.1140053999317221e-01	+5.5636456695948011e-01	+6.8992805393261580e-01
7	+1.0596461402928181e-01	+4.9035607848012086e-01	+7.6878292890167810e-01
31	-5.3711608471618453e+00	-1.6394135329793671e+00	+7.4634946283649564e+00
50	-9.7975058012306491e+00	-2.6471011900628065e+00	+1.4300809222335685e+01
42	-7.9381898218528937e+00	-2.3329340151196303e+00	+1.1210511613466526e+01
0	+3.2594230406911824e+00	+3.2594230406911824e+00	+0.0000000000000000e+00
0	+4.2549974574567937e+00	+4.2549974574567937e+00	+0.0000000000000000e+00
0	+3.6121447627927212e+00	+3.6121447627927212e+00	+0.0000000000000000e+00
8	-5.5739344997840057e-02	+3.8387194183350148e-01	+8.7922257366268308e-01
24	-3.9075963227764143e+00	-1.3102385120847568e+00	+5.1947156213833150e+00
0	+3.9007824033973018e+00	+3.9007824033973018e+00	+0.0000000000000000e+00
26	-4.2356511420347234e+00	-1.4074907695560155e+00	+5.6563207449574158e+00
0	+2.3128573427146728e+00	+2.3128573427146728e+00	+0.0000000000000000e+00
0	+2.7720198906862974e+00	+2.7720198906862974e+00	+0.0000000000000000e+00
0	+2.8588947434249352e+00	+2.8588947434249352e+00	+0.0000000000000000e+00
0	+2.0130088882663255e+00	+2.0130088882663255e+00	+0.0000000000000000e+00
0	+2.5310698074238864e+00	+2.5310698074238864e+00	+0.0000000000000000e+00
0	+1.8973611475028243e+00	+1.8973611475028243e+00	+0.0000000000000000e+00
0	+2.6324716542737416e+00	+2.6324716542737416e+00	+0.0000000000000000e+00
0	+2.7000164737645393e+00	+2.7000164737645393e+00	+0.0000000000000000e+00
0	+2.6350325547034927e+00	+2.6350325547034927e+00	+0.0000000000000000e+00
0	+3.7236859990498705e+00	+3.7236859990498705e+00	+0.0000000000000000e+00
0	+3.1918855309557919e+00	+3.1918855309557919e+00	+0.0000000000000000e+00
0	+3.3065219808975983e+00	+3.3065219808975983e+00	+0.0000000000000000e+00
35	-6.2114202041534137e+00	-1.9058806689217986e+00	+8.6110790704632301e+00
19	-2.6376650524830119e+00	-8.1171509413391929e-01	+3.6518999166981851e+00
24	-3.7197514399866689e+00	-1.2011810786295882e+00	+5.0371407227141614e+00
0	+3.7307492833529410e+00	+3.7307492833529410e+00	+0.0000000000000000e+00
14	-1.4921142994718171e+00	-3.6078311626450921e-01	+2.2626623664146157e+00
26	-4.3106900995349564e+00	-1.4311586147171118e+00	+5.7590629696356892e+00
0	+2.3510426307902796e+00	+2.3510426307902796e+00	+0.0000000000000000e+00
0	+2.4177284077803893e+00	+2.4177284077803893e+00	+0.0000000000000000e+00
0	+2.3188717257083420e+00	+2.3188717257083420e+00	+0.0000000000000000e+00
9	-4.2680968126571095e-01	+1.3001701992953851e-01	+1.1136534023904989e+00
4	+6.7696708924995264e-01	+8.2192380368246809e-01	+2.8991342886503091e-01
0	+3.5139971839507362e+00	+3.5139971839507362e+00	+0.0000000000000000e+00
5	+3.9572485594327045e-01	+6.1867451627008041e-01	+4.4589932065361992e-01
0	+1.7724416660757480e+00	+1.7724416660757480e+00	+0.0000000000000000e+00
0	+2.9978756026180284e+00	+2.9978756026180284e+00	+0.0000000000000000e+00
0	+4.0879022504909326e+00	+4.0879022504909326e+00	+0.0000000000000000e+00
21	-3.0326237597170485e+00	-9.7870248741051880e-01	+4.1078425446130593e+00
0	+1.8495561453698173e+00	+1.8495561453698173e+00	+0.0000000000000000e+00
24	-3.8422141041901137e+00	-1.2930572916938887e+00	+5.0983136249924499e+00
9	-4.4500558977203308e-01	+1.0266061938189619e-01	+1.0953324183078585e+00
0	+3.7129597436096811e+00	+3.7129597436096811e+00	+0.0000000000000000e+00
21	-3.0888894674709251e+00	-1.0453206377407112e+00	+4.0871376594604278e+00
0	+2.8715994616223233e+00	+2.8715994616223233e+00	+0.0000000000000000e+00
48	-9.3193788791282479e+00	-2.5348037700329566e+00	+1.3569150218190583e+01
10	-6.9196865198726520e-01	-2.1783706529075797e-02	+1.3403698909163788e+00
19	-2.4989051504860145e+00	-6.9027193999310121e-01	+3.6172664209858265e+00
0	+1.9337193869844755e+00	+1.9337193869844755e+00	+0.0000000000000000e+00
0	+2.8456348835355421e+00	+2.8456348835355421e+00	+0.0000000000000000e+00
0	+3.0038278572886177e+00	+3.0038278572886177e+00	+0.0000000000000000e+00
0	+3.3064333076742329e+00	+3.3064333076742329e+00	+0.0000000000000000e+00
1	+1.4091597589673865e+00	+1.4162513310490770e+00	+1.4183144163380845e-02
4	+7.6568068879878037e-01	+8.8950049930312547e-01	+2.4763962100869019e-01
0	+4.1446507549509288e+00	+4.1446507549509288e+00	+0.0000000000000000e+00
8	-1.1175250540687021e-01	+3.1466737776103626e-01	+8.5283976633581293e-01
38	-6.9329562117929227e+00	-2.0807833353784866e+00	+9.7043457528288712e+00
1	+1.5661430582461744e+00	+1.5745065752654117e+00	+1.6727034038474642e-02
12	-1.0898912639446925e+00	-2.2784209516892284e-01	+1.7240983375515393e+00
0	+2.6154698512334997e+00	+2.6154698512334997e+00	+0.0000000000000000e+00
