CK1	Chr2L	1	572843	572843
CK1	Chr3L	13051089	18082919	5031831
CK2	Chr2L	1	1954704	1954704
CK2	Chr2L	3196767	6935692	3738926
CK2	Chr2L	6977746	7445334	467589
CK2	Chr2L	7830399	9947890	2117492
CK2	Chr2L	10462373	22407752	11945380
CK2	Chr2R	1	6264450	6264450
CK2	Chr2R	8628095	18166142	9538048
CK2	Chr2R	18607747	19576342	968596
CK2	Chr3L	2166010	3016358	850349
CK2	Chr3L	3270164	24543557	21273394
CK2	Chr3R	1	2779616	2779616
CK2	Chr3R	3796309	19936741	16140433
CK2	Chr3R	19989169	25693528	5704360
CK2	ChrX	2589085	3192145	603061
CK2	ChrX	4479963	5048592	568630
CK2	ChrX	6207212	6557208	349997
CK2	ChrX	6970892	8884665	1913774
CK2	ChrX	9291189	13689832	4398644
CK2	ChrX	14027001	19171492	5144492
CK2	ChrX	20408726	22422827	2014102
CO10b-3	Chr3L	3941255	4072087	130833
CO10N	Chr2L	3512727	4903920	1391194
CO10N	Chr2R	3938631	4993610	1054980
CO10N	Chr3L	3917008	4098022	181015
CO10N	Chr3L	4394717	5034014	639298
CO10N	Chr3L	10684945	11109675	424731
CO13N	Chr2R	5920978	6582870	661893
CO13N	Chr2R	16187737	16976970	789234
CO14	Chr2R	19906058	21146708	1240651
CO15N	Chr3L	3521596	4013706	492111
CO15N	Chr3L	6253505	6795065	541561
CO16-3	Chr3L	4992133	5259701	267569
CO16-3	Chr3L	8032913	8379361	346449
CO2	Chr2L	5622621	5970193	347573
CO2	Chr3L	4013707	4878106	864400
CO4N	Chr3L	11909443	12232459	323017
CO4N	Chr3L	14101858	14716747	614890
CO8b-3	Chr3L	10648516	10907286	258771
CO8N	Chr2L	5246396	5557797	311402
CO8N	Chr2R	14898072	15570641	672570
CO8N	Chr3L	10648516	10935683	287168
CO9N	Chr2L	18462501	20928284	2465784
CO9N	Chr2R	8593222	8964672	371451
CO9N	Chr3L	2559388	2904971	345584
CO9N	ChrX	14816739	15555512	738774
EA103N	Chr2L	1	23011544	23011544
EA103N	Chr2R	1	6924214	6924214
EA103N	Chr2R	7677199	10237158	2559960
EA103N	Chr3R	1	2660646	2660646
EA103N	Chr3R	11811500	14983991	3172492
EA103N	Chr3R	15281887	19469684	4187798
EA103N	Chr3R	21730738	25948827	4218090
EA103N	Chr3R	26065812	26748267	682456
EA103N	ChrX	7152500	12616403	5463904
EA103N	ChrX	21243338	22422827	1179490
EA117N	Chr2L	912448	1243553	331106
EA117N	Chr2L	1480145	1954704	474560
EA117N	Chr2L	2386807	2869726	482920
EA117N	Chr2L	3737131	4100127	362997
EA117N	Chr2L	4420603	4767870	347268
EA117N	Chr2L	5804635	6177348	372714
EA117N	Chr2L	6414937	7830398	1415462
EA117N	Chr2L	8260941	10181284	1920344
EA117N	Chr2L	10515920	13313406	2797487
EA117N	Chr2L	13752481	23011544	9259064
EA117N	Chr2R	1	17163262	17163262
EA117N	Chr2R	19704826	20739008	1034183
EA117N	Chr3R	1	25341026	25341026
EA117N	ChrX	1	4917965	4917965
EA117N	ChrX	10878565	11455016	576452
EA117N	ChrX	14791279	15713542	922264
EA117N	ChrX	15788332	16715035	926704
EA117N	ChrX	20365390	21329507	964118
EA119	Chr2L	1	912447	912447
EA119	Chr2L	1243554	1613651	370098
EA119	Chr2L	1983726	2869726	886001
EA119	Chr2L	3821373	4159515	338143
EA119	Chr3R	10081624	10584723	503100
EA124N	Chr2L	1	3016392	3016392
EA124N	Chr2L	18229963	19564991	1335029
EA124N	Chr2R	7105935	8083180	977246
EA124N	Chr3R	1	27905053	27905053
EA124N	ChrX	2814177	3469158	654982
EA124N	ChrX	4616980	5380064	763085
EA124N	ChrX	21291651	22422827	1131177
EA126N	Chr2L	12188524	23011544	10823021
EA126N	Chr2R	1	21146708	21146708
EA126N	Chr3R	1	8477114	8477114
EA13N	Chr2L	1	23011544	23011544
EA13N	Chr2R	1	4920406	4920406
EA13N	Chr2R	7105935	10279939	3174005
EA13N	Chr2R	10850656	12347512	1496857
EA13N	Chr3R	1	27905053	27905053
EA13N	ChrX	1	4656537	4656537
EA13N	ChrX	6863987	8051530	1187544
EA22N	Chr2L	1	1744948	1744948
EA22N	Chr2L	6887854	8191456	1303603
EA22N	Chr2L	9147073	10749174	1602102
EA22N	Chr2L	10902845	23011544	12108700
EA22N	Chr2R	1	16924749	16924749
EA22N	Chr2R	17163263	19794975	2631713
EA22N	Chr3R	1	27905053	27905053
EA22N	ChrX	3159551	5341390	2181840
EA22N	ChrX	18923383	19246202	322820
EA22N	ChrX	20691396	21291650	600255
EA2N	Chr2L	12389108	12891869	502762
EA2N	Chr2L	16491215	23011544	6520330
EA2N	Chr2R	1	3514753	3514753
EA2N	Chr2R	13207865	13913032	705168
EA2N	Chr2R	14313426	14583528	270103
EA2N	Chr2R	14675128	16310460	1635333
EA2N	Chr3R	1	6348503	6348503
EA2N	ChrX	1721241	3080451	1359211
EA2N	ChrX	10282125	11055280	773156
EA3	Chr2L	1	881004	881004
EA3	Chr2L	2012718	2812796	800079
EA3	Chr2L	3346339	4490524	1144186
EA3	Chr2L	4937916	5044816	106901
EA3	Chr2L	5115552	5246395	130844
EA3	Chr2L	6215267	7381673	1166407
EA3	Chr2L	7632110	8522479	890370
EA3	Chr2L	8702431	13909230	5206800
EA3	Chr2L	14142783	23011544	8868762
EA3	Chr2R	1	5306085	5306085
EA3	Chr2R	6264451	7824718	1560268
EA3	Chr2R	8141542	17107072	8965531
EA3	Chr2R	18573985	19296581	722597
EA3	Chr3R	1	11297122	11297122
EA3	Chr3R	11514442	19705442	8191001
EA3	Chr3R	20680124	25948827	5268704
EA3	Chr3R	26015058	26670580	655523
EA3	ChrX	3192146	4917965	1725820
EA3	ChrX	6828531	7271977	443447
EA3	ChrX	18346466	22422827	4076362
EA30N	Chr3R	1	27905053	27905053
EA31N	Chr2L	619703	2457675	1837973
EA31N	Chr2R	1	4180695	4180695
EA31N	Chr2R	14410753	21146708	6735956
EA31N	Chr3R	1	27905053	27905053
EA37N	Chr2R	17967298	20140824	2173527
EA37N	Chr3R	1	27905053	27905053
EA37N	ChrX	1	5517873	5517873
EA37N	ChrX	20028576	21495568	1466993
EA49	ChrX	6087470	6429057	341588
EA50N	Chr2L	1	23011544	23011544
EA50N	Chr2R	1	16899556	16899556
EA50N	Chr2R	18798482	21146708	2348227
EA50N	Chr3R	6451107	8341322	1890216
EA50N	Chr3R	9125129	19510005	10384877
EA50N	Chr3R	20368953	26520872	6151920
EA50N	ChrX	2675630	3080451	404822
EA50N	ChrX	3303618	5131415	1827798
EA50N	ChrX	14651266	15351721	700456
EA58N	Chr2L	1	23011544	23011544
EA58N	Chr2R	1	8182259	8182259
EA58N	Chr2R	8441252	21146708	12705457
EA58N	Chr3R	1	27905053	27905053
EA58N	ChrX	1	1159841	1159841
EA59N	Chr2L	1021607	3669997	2648391
EA59N	Chr2L	7632110	23011544	15379435
EA59N	Chr2R	1	7881949	7881949
EA59N	Chr2R	8083181	13652053	5568873
EA59N	Chr2R	14646667	17249536	2602870
EA59N	Chr2R	19096875	19663843	566969
EA59N	Chr3R	1	10454584	10454584
EA59N	Chr3R	10800205	11246509	446305
EA59N	Chr3R	11615327	19044157	7428831
EA59N	Chr3R	19184381	19324179	139799
EA59N	Chr3R	20368953	26270379	5901427
EA59N	ChrX	1	2409542	2409542
EA59N	ChrX	6745598	7152499	406902
EA59N	ChrX	14948405	15713542	765138
EA59N	ChrX	20629774	21888140	1258367
EA70N	Chr2L	1	23011544	23011544
EA70N	Chr2R	1	1157855	1157855
EA70N	Chr2R	8244650	9555684	1311035
EA70N	Chr2R	11973868	12498167	524300
EA70N	Chr3R	1	27905053	27905053
EA70N	ChrX	11132529	11544222	411694
EA71	Chr2L	1	16712745	16712745
EA71	Chr2L	17640260	19766820	2126561
EA71	Chr2R	1	6924214	6924214
EA71	Chr2R	10491386	12782350	2290965
EA71	ChrX	18876118	19347661	471544
EA71	ChrX	20324762	20916805	592044
EA71	ChrX	21329508	22422827	1093320
EA84N	Chr2L	6820784	23011544	16190761
EA84N	Chr2R	1	21146708	21146708
EA84N	Chr3R	1	7051847	7051847
EA84N	Chr3R	7578466	27905053	20326588
EA84N	ChrX	1	22422827	22422827
EA86N	Chr2L	1	23011544	23011544
EA86N	Chr2R	1	4412462	4412462
EA86N	Chr2R	13049160	18250778	5201619
EA86N	Chr3R	1	27905053	27905053
EA86N	ChrX	3875277	4192441	317165
EA87	Chr2L	6139435	6736478	597044
EA87	Chr2L	8395671	18816239	10420569
EA87	Chr2L	20067244	23011544	2944301
EA87	Chr2R	1157856	15668170	14510315
EA87	Chr3R	16495798	19510005	3014208
EA87	Chr3R	20444440	22621875	2177436
EA87	ChrX	16135214	16453677	318464
EA87N	Chr2L	1	1163783	1163783
EA87N	Chr2L	1339357	4420602	3081246
EA87N	Chr2L	8395671	18868917	10473247
EA87N	Chr2L	20026136	23011544	2985409
EA87N	Chr2R	1	9597423	9597423
EA87N	Chr2R	13913033	15668170	1755138
EA87N	Chr3R	1	24518495	24518495
EA87N	ChrX	14066745	14460024	393280
EA87N	ChrX	15874990	16167066	292077
EA90N	Chr2L	1	23011544	23011544
EA90N	Chr2R	1	20739008	20739008
EA90N	Chr3R	9765637	11559874	1794238
EA90N	Chr3R	16601595	18815688	2214094
EA90N	Chr3R	19184381	20368952	1184572
EA90N	Chr3R	21018693	26594134	5575442
EA90N	ChrX	3347682	4277509	929828
EA90N	ChrX	4748037	5214734	466698
EA90N	ChrX	16408985	17356633	947649
EA90N	ChrX	19645999	22422827	2776829
EA91N	Chr2L	1580046	2602543	1022498
EA91N	Chr2L	3346339	3697366	351028
EA91N	Chr2L	4069123	6245313	2176191
EA91N	Chr2L	7539468	8395670	856203
EA91N	Chr2L	9087697	14734232	5646536
EA91N	Chr2L	15134699	23011544	7876846
EA91N	Chr2R	1	16650007	16650007
EA91N	Chr2R	16807456	17350730	543275
EA91N	Chr2R	18607747	21146708	2538962
EA91N	Chr3R	5535405	9977920	4442516
EA91N	Chr3R	10275830	13131907	2856078
EA91N	Chr3R	13564181	17164887	3600707
EA91N	ChrX	1	761472	761472
EA91N	ChrX	4841156	5449246	608091
EA91N	ChrX	5874233	6158268	284036
EA91N	ChrX	12697304	13085126	387823
EA91N	ChrX	14791279	15303830	512552
EA91N	ChrX	20408726	22422827	2014102
EA93N	Chr2L	5044817	5314035	269219
EA93N	Chr2R	1	4244329	4244329
EA93N	Chr2R	18336777	19394651	1057875
EA93N	Chr3R	1	14507542	14507542
EB132	Chr2L	4937916	5379097	441182
EB132	Chr3R	24360859	25178513	817655
EB132	Chr3R	25341027	26477285	1136259
EB148	Chr2L	7973730	8444357	470628
EB148	Chr2L	8664451	9055437	390987
EB148	Chr3L	19157226	20593901	1436676
EB18	Chr2L	19564992	20769945	1204954
EB237	Chr2L	5044817	5404751	359935
EB237	Chr2L	18692733	23011544	4318812
EB237	Chr2R	1	3770758	3770758
EB237	Chr3L	18752981	21267951	2514971
EB237	Chr3L	23530452	24543557	1013106
EB237	Chr3R	2335537	3335861	1000325
EB237	ChrX	2776390	3433013	656624
EB25	Chr2L	4903921	5279626	375706
EB25	Chr2L	6308091	7011822	703732
EB25	Chr2L	9921914	10573059	651146
EB25	Chr2R	6389238	7638303	1249066
EB25	Chr2R	7723051	7959730	236680
EB25	Chr2R	16650008	17163262	513255
EB25	Chr2R	18930729	19326637	395909
EB25	Chr3L	4192584	4536562	343979
EB25	Chr3L	18627229	18752980	125752
EB25	Chr3L	18860022	18967192	107171
EB25	Chr3L	19026450	20593901	1567452
EB25	Chr3R	2660647	5080383	2419737
EB25	Chr3R	7578466	8684234	1105769
EB25	Chr3R	13647696	14548587	900892
ED10N	Chr3L	19157226	24543557	5386332
ED10N	Chr3R	3932798	6523050	2590253
ED2	Chr2L	5768456	6083502	315047
ED2	Chr3L	8461521	9230718	769198
ED55-2	Chr2L	2051133	2701834	650702
ED55-2	Chr2L	4937916	5433119	495204
ED55-2	Chr2L	8769974	10181284	1411311
ED55-2	Chr2L	11403219	11711443	308225
ED55-2	Chr2L	13515917	16576934	3061018
ED55-2	Chr2R	6103267	6663604	560338
ED55-2	Chr2R	6868179	7189514	321336
ED55-2	Chr2R	8716314	11713327	2997014
ED55-2	Chr2R	13088814	14383802	1294989
ED55-2	Chr2R	14675128	16060133	1385006
ED56-2	Chr2L	14635582	14872776	237195
ED5N	Chr2L	14447964	14872776	424813
ED5N	Chr2L	15386041	23011544	7625504
ED5N	Chr2R	1157856	10636850	9478995
ED5N	Chr2R	10932273	21146708	10214436
ED5N	Chr3L	4394717	7001686	2606970
ED5N	Chr3L	8330320	9089099	758780
ED5N	Chr3L	9903962	12304055	2400094
ED5N	Chr3R	27130322	27905053	774732
ED5N	ChrX	4029708	4656537	626830
ED5N	ChrX	5906246	6557208	650963
ED5N	ChrX	14460025	14691227	231203
ED5N	ChrX	19487034	20028575	541542
ED6N	Chr2R	8244650	8809946	565297
ED6N	Chr3L	2134001	2690401	556401
ED6N	Chr3L	15025130	16767828	1742699
ED6N	Chr3L	19086494	20813078	1726585
EF101N	Chr3R	1	6837450	6837450
EF101N	ChrX	1	2675629	2675629
EF102N	Chr2L	1	1775948	1775948
EF102N	Chr2R	1	7402942	7402942
EF102N	Chr2R	8141542	8490952	349411
EF102N	Chr2R	8809947	12564505	3754559
EF102N	Chr2R	12896345	21146708	8250364
EF102N	Chr3R	1	26270379	26270379
EF102N	Chr3R	27031924	27905053	873130
EF102N	ChrX	582644	11744637	11161994
EF102N	ChrX	13574908	18726099	5151192
EF102N	ChrX	19133447	22422827	3289381
EF108N	Chr2L	2051133	2812796	761664
EF108N	Chr2L	3403023	4286410	883388
EF108N	Chr2L	4869316	8049348	3180033
EF108N	Chr2R	6868179	7244327	376149
EF108N	Chr2R	8628095	12636061	4007967
EF108N	Chr2R	12859338	13992009	1132672
EF108N	Chr2R	14410753	16611949	2201197
EF108N	Chr2R	16727166	20229880	3502715
EF108N	Chr3R	1	8188636	8188636
EF108N	Chr3R	12137055	14834190	2697136
EF108N	Chr3R	15051664	16195321	1143658
EF108N	Chr3R	16601595	19510005	2908411
EF108N	Chr3R	20097035	24735903	4638869
EF108N	Chr3R	24986131	25693528	707398
EF108N	Chr3R	26953798	27905053	951256
EF108N	ChrX	2236182	4958368	2722187
EF108N	ChrX	6087470	10466968	4379499
EF108N	ChrX	12582919	15303830	2720912
EF108N	ChrX	18626590	22422827	3796238
EF10N	Chr2L	1	3306723	3306723
EF10N	Chr2R	1	5357476	5357476
EF10N	Chr3R	1	8617342	8617342
EF110N	Chr2L	2840899	3821372	980474
EF110N	Chr2R	1	7189514	7189514
EF112N	Chr2R	1	5438095	5438095
EF112N	ChrX	4874420	5592897	718478
EF114N	Chr2L	1	1613651	1613651
EF114N	Chr2R	1	7038364	7038364
EF114N	Chr2R	14201996	14524267	322272
EF114N	Chr3R	1	10540301	10540301
EF114N	ChrX	2488247	3225472	737226
EF114N	ChrX	15831442	16282935	451494
EF114N	ChrX	17098111	17605318	507208
EF115N	Chr2L	4490525	7011822	2521298
EF115N	Chr2L	7867815	8395670	527856
EF115N	Chr3R	1	10230948	10230948
EF115N	Chr3R	25284877	26155214	870338
EF116N	Chr2L	1	5404751	5404751
EF116N	Chr2R	1	6219486	6219486
EF117N	Chr2L	2086875	2562966	476092
EF117N	Chr2L	14534136	14919691	385556
EF117N	Chr2R	1	1774283	1774283
EF117N	Chr3R	25693529	27905053	2211525
EF119N	Chr2R	1	9051741	9051741
EF119N	Chr3R	21158590	21730737	572148
EF11N	Chr2R	1	8664174	8664174
EF11N	Chr3R	1	27905053	27905053
EF120	Chr2R	1	1157855	1157855
EF120	Chr2R	18889942	19130212	240271
EF120N	Chr2R	7515938	8344802	828865
EF120N	Chr3R	1	1870861	1870861
EF120N	ChrX	4312121	4917965	605845
EF126N	Chr2L	4937916	5404751	466836
EF126N	Chr2R	1568798	2440392	871595
EF126N	Chr3R	1	1375279	1375279
EF12N	Chr2L	1	3235783	3235783
EF12N	Chr2R	1	1157855	1157855
EF12N	Chr3R	1	4597357	4597357
EF130N	Chr3R	1	7754665	7754665
EF130N	Chr3R	16541265	18206705	1665441
EF131N	Chr2L	21191266	23011544	1820279
EF131N	Chr2R	1	11385660	11385660
EF131N	Chr3R	1	1223224	1223224
EF131N	Chr3R	8341323	8982204	640882
EF131N	ChrX	1	1246983	1246983
EF132N	Chr2L	1	4385900	4385900
EF132N	Chr2R	1	4180695	4180695
EF132N	Chr3R	1	27905053	27905053
EF134N	Chr2L	1	14491769	14491769
EF134N	Chr2R	1	7881949	7881949
EF134N	Chr2R	8593222	21146708	12553487
EF134N	Chr3R	1	27905053	27905053
EF134N	ChrX	1	22422827	22422827
EF135N	Chr2L	1	881004	881004
EF135N	Chr2L	5087391	5522819	435429
EF135N	Chr2R	2015985	3416409	1400425
EF135N	Chr3R	1	6523050	6523050
EF136N	Chr3R	1	8560831	8560831
EF136N	Chr3R	15657200	25638833	9981634
EF15N	Chr2L	14734233	14919691	185459
EF15N	Chr2L	18290342	18589895	299554
EF15N	Chr2R	14383803	15531864	1148062
EF15N	ChrX	2776390	3122475	346086
EF16N	Chr2L	6245314	10181284	3935971
EF16N	Chr2L	12025254	12747047	721794
EF16N	Chr2L	19625367	20649967	1024601
EF16N	Chr2R	14442565	14749758	307194
EF16N	Chr3R	1	14207641	14207641
EF19N	Chr2L	22118441	23011544	893104
EF19N	Chr3R	10903975	11411925	507951
EF19N	Chr3R	16250718	20553040	4302323
EF1N	Chr2L	1	4869315	4869315
EF1N	Chr2L	7351484	8087732	736249
EF1N	Chr2L	8522480	9611137	1088658
EF1N	Chr2L	9881185	23011544	13130360
EF1N	Chr2R	1	6492155	6492155
EF1N	Chr2R	11076266	16413578	5337313
EF1N	Chr2R	19704826	21146708	1441883
EF1N	Chr3R	1	3036102	3036102
EF1N	Chr3R	7684434	8047947	363514
EF1N	Chr3R	10540302	22372300	11831999
EF1N	ChrX	2856043	4656537	1800495
EF1N	ChrX	9435819	10282124	846306
EF1N	ChrX	13730123	17730703	4000581
EF1N	ChrX	21329508	22422827	1093320
EF2	Chr2L	3512727	4249354	736628
EF2	Chr2L	4903921	5279626	375706
EF2	Chr2L	6887854	7121791	233938
EF2	Chr2L	7661782	8049348	387567
EF2	Chr2L	8191457	8487549	296093
EF2	Chr2L	10208263	11766654	1558392
EF2	Chr2L	12025254	12316256	291003
EF2	Chr2L	12389108	13574156	1185049
EF2	Chr2L	14447964	17367112	2919149
EF2	Chr2L	21626294	22407752	781459
EF2	Chr2R	6103267	7402942	1299676
EF2	Chr2R	8877914	9285748	407835
EF2	Chr2R	14133523	16692399	2558877
EF2	Chr3R	3159541	7974832	4815292
EF2	Chr3R	9725220	10540301	815082
EF2	Chr3R	13603008	13647695	44688
EF2	Chr3R	14077934	14207641	129708
EF2	Chr3R	16495798	17316390	820593
EF2	Chr3R	20893533	21903263	1009731
EF2	ChrX	2451619	5592897	3141279
EF2	ChrX	6699180	7600929	901750
EF2	ChrX	8851432	10466968	1615537
EF2	ChrX	10957702	11831373	873672
EF2	ChrX	12290119	12853970	563852
EF2	ChrX	13730123	15197399	1467277
EF2	ChrX	15831442	17861933	2030492
EF2	ChrX	20408726	22422827	2014102
EF24N	Chr2L	4937916	5246395	308480
EF25N	Chr2L	1	4129904	4129904
EF25N	Chr2L	19564992	23011544	3446553
EF25N	Chr2R	1	1157855	1157855
EF25N	Chr3R	1375280	3515420	2140141
EF26N	Chr2L	5044817	5460020	415204
EF26N	Chr2L	12459952	12996073	536122
EF26N	Chr2L	14406475	15172687	766213
EF26N	Chr2L	15343992	15427327	83336
EF26N	Chr2R	1	1068090	1068090
EF26N	Chr2R	1419969	3416409	1996441
EF26N	Chr2R	5646086	10636850	4990765
EF26N	Chr3R	1	2660646	2660646
EF26N	Chr3R	26446727	27905053	1458327
EF26N	ChrX	2589085	3967404	1378320
EF26N	ChrX	16453678	16915127	461450
EF27N	Chr2R	1	2538446	2538446
EF27N	Chr3R	1	3335861	3335861
EF27N	ChrX	10019018	10232819	213802
EF31N	Chr2L	4937916	5314035	376120
EF31N	Chr3R	1734190	3932797	2198608
EF31N	Chr3R	5535405	20133904	14598500
EF31N	ChrX	4125164	4874419	749256
EF31N	ChrX	18969451	22422827	3453377
EF32N	Chr3R	1	13242776	13242776
EF32N	ChrX	1	2589084	2589084
EF39	Chr2L	5115552	5246395	130844
