B05	Chr2L	11600001	11700000	100000
B05	Chr2R	4000001	4900000	900000
B05	Chr2R	7600001	8100000	500000
B05	Chr2R	10400001	10800000	400000
B05	Chr2R	12600001	13800000	1200000
B05	Chr2R	21000001	21146708	146708
B05	Chr3L	1	100000	100000
B05	Chr3R	1	100000	100000
B05	ChrX	200001	400000	200000
B05	ChrX	1200001	1300000	100000
B05	ChrX	3400001	3500000	100000
B05	ChrX	6100001	7000000	900000
B05	ChrX	7100001	7200000	100000
B05	ChrX	13700001	13800000	100000
B05	ChrX	14700001	14800000	100000
B05	ChrX	15700001	15800000	100000
B05	ChrX	20400001	20500000	100000
B05	ChrX	20600001	20700000	100000
B05	ChrX	22200001	22422827	222827
B11	Chr3L	200001	300000	100000
B11	Chr3L	8800001	9000000	200000
B11	Chr3L	13100001	13200000	100000
B11	Chr3R	1	100000	100000
B11	ChrX	1	100000	100000
B11	ChrX	200001	300000	100000
B11	ChrX	400001	3200000	2800000
B11	ChrX	4400001	4500000	100000
B11	ChrX	6700001	6800000	100000
B11	ChrX	6900001	7100000	200000
B11	ChrX	10700001	10800000	100000
B11	ChrX	20600001	20700000	100000
B11	ChrX	21400001	21600000	200000
B11	ChrX	21700001	21800000	100000
B11	ChrX	22200001	22400000	200000
B28	Chr2L	21400001	21500000	100000
B28	Chr2L	22700001	22800000	100000
B28	Chr2R	1	100000	100000
B28	Chr2R	400001	500000	100000
B28	Chr2R	900001	1000000	100000
B28	Chr2R	1800001	2100000	300000
B28	Chr2R	12100001	14400000	2300000
B28	Chr3L	1	100000	100000
B28	Chr3R	1	100000	100000
B28	Chr3R	5000001	6600000	1600000
B28	ChrX	6600001	6700000	100000
B28	ChrX	7500001	7600000	100000
B28	ChrX	11400001	11600000	200000
B28	ChrX	16200001	16300000	100000
B28	ChrX	18700001	18800000	100000
B28	ChrX	20600001	20800000	200000
B28	ChrX	21500001	21600000	100000
B28	ChrX	22200001	22400000	200000
B38	Chr2R	19100001	19300000	200000
B38	Chr3R	1	100000	100000
B38	ChrX	1	900000	900000
B38	ChrX	1300001	1400000	100000
B38	ChrX	4400001	4500000	100000
B38	ChrX	6200001	6300000	100000
B38	ChrX	7000001	7300000	300000
B38	ChrX	9800001	9900000	100000
B38	ChrX	14700001	14800000	100000
B38	ChrX	14900001	15000000	100000
B38	ChrX	15700001	15800000	100000
B38	ChrX	20600001	20700000	100000
B38	ChrX	21500001	21600000	100000
B38	ChrX	22200001	22400000	200000
B54	Chr2R	1	100000	100000
B54	Chr2R	14100001	14600000	500000
B54	Chr2R	17800001	18000000	200000
B54	Chr2R	19100001	19300000	200000
B54	Chr2R	19500001	19600000	100000
B54	Chr3L	18900001	19100000	200000
B54	Chr3L	22600001	23200000	600000
B54	Chr3L	24200001	24500000	300000
B54	Chr3R	1	100000	100000
B54	Chr3R	18000001	18700000	700000
B54	Chr3R	21100001	23300000	2200000
B54	Chr3R	23400001	27900000	4500000
B54	ChrX	1900001	2000000	100000
B54	ChrX	6700001	6800000	100000
B54	ChrX	6900001	7100000	200000
B54	ChrX	10700001	10800000	100000
B54	ChrX	15600001	15800000	200000
B54	ChrX	16300001	16400000	100000
B54	ChrX	17200001	17400000	200000
B54	ChrX	17900001	18200000	300000
B54	ChrX	19500001	19600000	100000
B54	ChrX	21500001	21600000	100000
B54	ChrX	22200001	22400000	200000
CO10b-3	Chr3L	1	4200000	4200000
CO10b-3	Chr3L	6600000	7200000	600001
CO10b-3	Chr3L	7600000	9900000	2300001
CO10b-3	Chr3R	7200000	9300000	2100001
CO10b-3	Chr3R	9700000	17900000	8200001
CO10b-3	Chr3R	19200000	25200000	6000001
CO8b-3	Chr3L	1	24543557	24543557
CO8b-3	Chr3R	1	11300000	11300000
CO8b-3	Chr3R	13200000	27905053	14705054
EA117N	Chr2L	13100000	13200000	100001
EA117N	Chr2L	13800000	14100000	300001
EA117N	Chr2R	10500000	10700000	200001
EA117N	Chr3L	14700000	14800000	100001
EA117N	Chr3L	15000000	15100000	100001
EA117N	Chr3R	9800000	9900000	100001
EA117N	Chr3R	10600000	10800000	200001
EA117N	Chr3R	11900000	12000000	100001
EA117N	Chr3R	22600000	22700000	100001
EA117N	ChrX	0	100000	100001
EA13N	Chr2R	0	100000	100001
EA13N	Chr2R	9300000	9400000	100001
EA13N	Chr3L	0	100000	100001
EA13N	Chr3R	0	100000	100001
EA13N	ChrX	0	100000	100001
EA22N	Chr2L	0	100000	100001
EA22N	Chr2L	9800000	9900000	100001
EA22N	Chr2L	13300000	13400000	100001
EA22N	Chr2L	16000000	16200000	200001
EA22N	Chr2L	16600000	16700000	100001
EA22N	Chr2L	17500000	17800000	300001
EA22N	Chr2L	19700000	19900000	200001
EA22N	Chr2L	20900000	21100000	200001
EA22N	Chr2R	4300000	4400000	100001
EA22N	Chr2R	10800000	11000000	200001
EA22N	Chr2R	11200000	11300000	100001
EA22N	Chr2R	12600000	12800000	200001
EA22N	Chr2R	13000000	13100000	100001
EA22N	Chr2R	15600000	15700000	100001
EA22N	Chr2R	16200000	16300000	100001
EA22N	Chr3R	0	100000	100001
EA22N	ChrX	0	200000	200001
EA22N	ChrX	4200000	4300000	100001
EA22N	ChrX	8400000	11300000	2900001
EA22N	Chr2L	0	100000	100001
EA22N	Chr2L	13100000	13400000	300001
EA22N	Chr2L	14000000	14100000	100001
EA22N	Chr2R	9300000	9400000	100001
EA22N	Chr2R	10600000	10700000	100001
EA22N	Chr3L	0	100000	100001
EA22N	Chr3R	0	100000	100001
EA22N	ChrX	0	100000	100001
EA22N	Chr2L	13100000	13400000	300001
EA22N	Chr2R	15600000	15700000	100001
EA22N	Chr2R	16200000	16300000	100001
EA22N	Chr2R	16400000	16600000	200001
EA22N	Chr2R	19600000	19700000	100001
EA22N	Chr3R	0	100000	100001
EA22N	ChrX	9700000	11900000	2200001
EA22N	ChrX	20700000	20900000	200001
EA3N	Chr2L	11500000	11600000	100001
EA3N	Chr2L	14600000	14900000	300001
EA3N	Chr2L	21000000	21100000	100001
EA3N	Chr2L	21200000	21300000	100001
EA3N	Chr2L	21900000	22100000	200001
EA3N	Chr2R	4700000	4800000	100001
EA3N	Chr2R	4900000	5100000	200001
EA3N	Chr2R	6300000	12800000	6500001
EA3N	Chr2R	12900000	13100000	200001
EA3N	Chr2R	15600000	15700000	100001
EA3N	Chr2R	16100000	16300000	200001
EA3N	Chr3L	15300000	15400000	100001
EA3N	Chr3L	19500000	20100000	600001
EA3N	Chr3R	1000000	2300000	1300001
EA3N	Chr3R	3900000	4500000	600001
EA3N	Chr3R	6800000	6900000	100001
EA3N	Chr3R	11300000	11600000	300001
EA3N	Chr3R	11800000	12400000	600001
EA3N	Chr3R	15700000	15900000	200001
EA3N	Chr3R	17400000	17500000	100001
EA3N	Chr3R	22600000	22700000	100001
EA3N	Chr3R	23400000	23600000	200001
EA3N	Chr3R	23900000	24000000	100001
EA3N	Chr3R	24600000	24700000	100001
EA3N	Chr3R	27700000	27800000	100001
EA3N	ChrX	0	100000	100001
EA3N	ChrX	6900000	7100000	200001
EA3N	ChrX	20700000	20800000	100001
EA71	Chr2L	12300000	12400000	100001
EA71	Chr2L	13100000	14100000	1000001
EA71	Chr2R	0	100000	100001
EA71	Chr2R	2800000	3000000	200001
EA71	Chr2R	10600000	10700000	100001
EA71	Chr3L	0	100000	100001
EA71	ChrX	21900000	22300000	400001
EA84N	Chr2L	13100000	13400000	300001
EA84N	Chr2R	0	100000	100001
EA84N	Chr2R	19000000	19100000	100001
EA84N	Chr3L	14700000	14800000	100001
EA84N	Chr3L	15000000	15100000	100001
EA84N	Chr3R	12400000	12700000	300001
EA84N	Chr3R	12900000	13100000	200001
EA84N	Chr3R	16100000	16200000	100001
EA84N	ChrX	0	100000	100001
EA84N	ChrX	21900000	22300000	400001
ED55-2	Chr2L	5400000	11300000	5900001
EF114N	Chr3L	0	100000	100001
EF114N	Chr3R	0	100000	100001
EF114N	Chr3R	23600000	24200000	600001
EF114N	ChrX	400000	500000	100001
EF114N	ChrX	8700000	10700000	2000001
EF130N	Chr2R	0	100000	100001
EF130N	Chr3L	0	100000	100001
EF130N	Chr3R	0	100000	100001
EF130N	ChrX	4300000	6100000	1800001
EF130N	Chr2L	0	100000	100001
EF130N	Chr2R	0	100000	100001
EF130N	Chr3R	0	100000	100001
EF130N	ChrX	3800000	6600000	2800001
EF130N	ChrX	7900000	8500000	600001
EF132N	Chr2L	0	100000	100001
EF132N	Chr2R	0	100000	100001
EF132N	Chr3L	0	100000	100001
EF132N	Chr3R	0	100000	100001
EF132N	ChrX	0	100000	100001
EF132N	ChrX	1300000	1400000	100001
EF132N	ChrX	13200000	15800000	2600001
EF135N	Chr2L	21500000	21600000	100001
EF135N	Chr2R	0	100000	100001
EF135N	Chr3L	0	100000	100001
EF135N	Chr3R	0	100000	100001
EF135N	ChrX	19600000	20900000	1300001
EF15N	Chr2L	20900000	21600000	700001
EF15N	Chr2L	21700000	21900000	200001
EF15N	Chr2R	3800000	4000000	200001
EF15N	Chr3L	100000	200000	100001
EF15N	Chr3R	1400000	1500000	100001
EF15N	Chr3R	4500000	5700000	1200001
EF15N	ChrX	300000	400000	100001
EF15N	ChrX	3100000	4800000	1700001
EF15N	ChrX	5800000	7300000	1500001
EF15N	ChrX	9300000	12100000	2800001
EF31N	Chr2L	0	1800000	1800001
EF31N	Chr2L	1900000	20200000	18300001
EF31N	Chr2L	1900000	20200000	18300001
EF31N	Chr2L	1900000	20200000	18300001
EF31N	Chr2L	20300000	21500000	1200001
EF31N	Chr2L	21600000	22400000	800001
EF31N	Chr2R	0	100000	100001
EF31N	Chr2R	1100000	2200000	1100001
EF31N	Chr2R	2300000	21146708	18846709
EF31N	Chr2R	2300000	21146708	18846709
EF31N	Chr3L	0	23400000	23400001
EF31N	Chr3L	23600000	23700000	100001
EF31N	Chr3R	0	5800000	5800001
EF31N	Chr3R	17500000	17700000	200001
EF31N	Chr3R	21700000	24500000	2800001
EF31N	Chr3R	25300000	27900000	2600001
EF31N	ChrX	0	100000	100001
EF31N	ChrX	200000	17700000	17500001
EF31N	ChrX	200000	17700000	17500001
EF35N	Chr2L	0	100000	100001
EF35N	Chr2L	21400000	21900000	500001
EF35N	Chr2R	0	100000	100001
EF35N	Chr2R	1100000	1300000	200001
EF35N	Chr2R	4400000	9200000	4800001
EF35N	Chr3L	0	100000	100001
EF35N	Chr3R	0	100000	100001
EF3N	Chr2L	0	100000	100001
EF3N	Chr2R	0	100000	100001
EF3N	Chr3R	0	100000	100001
EF3N	ChrX	9900000	15500000	5600001
EF75N	Chr2L	800000	900000	100001
EF75N	Chr2R	0	100000	100001
EF75N	Chr3L	100000	200000	100001
EF75N	Chr3L	5900000	7800000	1900001
EF75N	Chr3R	0	100000	100001
EF75N	ChrX	13300000	13600000	300001
EF8N	Chr2L	0	100000	100001
EF8N	Chr2R	0	100000	100001
EF8N	Chr3L	200000	300000	100001
EF8N	Chr3R	0	100000	100001
EF8N	ChrX	0	100000	100001
EF8N	ChrX	1200000	1300000	100001
EF8N	ChrX	4300000	6100000	1800001
EF8N	ChrX	10300000	10600000	300001
EF8N	ChrX	21500000	21600000	100001
EG26N	Chr2L	0	100000	100001
EG26N	Chr2R	0	100000	100001
EG26N	Chr2R	2100000	2200000	100001
EG26N	Chr2R	2300000	2400000	100001
EG26N	Chr3L	0	100000	100001
EG26N	ChrX	0	100000	100001
EG26N	ChrX	700000	800000	100001
EG26N	ChrX	1900000	2000000	100001
EG26N	ChrX	17000000	17100000	100001
FR106N	Chr2L	22600000	22700000	100001
FR106N	Chr2R	10700000	10900000	200001
FR106N	Chr3L	0	300000	300001
FR106N	Chr3R	0	100000	100001
FR106N	ChrX	0	600000	600001
FR106N	ChrX	700000	4200000	3500001
FR106N	ChrX	8900000	9300000	400001
FR106N	ChrX	21500000	21600000	100001
FR106N	Chr2L	100000	200000	100001
FR106N	Chr2L	6700000	8800000	2100001
FR106N	Chr2L	19500000	19600000	100001
FR106N	Chr2L	21400000	21700000	300001
FR106N	Chr2L	22200000	22300000	100001
FR106N	Chr2R	0	100000	100001
FR106N	Chr2R	2100000	2200000	100001
FR106N	Chr3R	0	100000	100001
FR106N	ChrX	0	400000	400001
FR106N	ChrX	700000	900000	200001
FR106N	ChrX	1200000	1300000	100001
FR106N	ChrX	4600000	5500000	900001
FR106N	ChrX	8800000	9300000	500001
FR106N	ChrX	10300000	10400000	100001
FR106N	ChrX	18700000	21600000	2900001
FR106N	ChrX	21900000	22400000	500001
FR106N	Chr2L	0	100000	100001
FR106N	Chr2L	7100000	10300000	3200001
FR106N	Chr2L	21400000	21500000	100001
FR106N	Chr3L	0	300000	300001
FR106N	Chr3L	14500000	16500000	2000001
FR106N	Chr3R	0	100000	100001
FR106N	ChrX	0	400000	400001
FR106N	ChrX	1200000	1300000	100001
